Time,imu0_ax,imu0_ay,imu0_az,imu1_ax,imu1_ay,imu1_az,imu2_ax,imu2_ay,imu2_az,imu3_ax,imu3_ay,imu3_az,Gesture
54,-20,20,20,-20,15.94,-1.34,-20,-10.21,-4.52,-20,7.97,20,Left
55,-20,20,20,-20,15.94,-1.19,-20,-11.21,-4.48,-20,7.66,20,Left
56,-20,20,20,-20,15.94,-1.03,-20,-12.22,-4.44,-20,7.36,20,Left
57,-20,20,20,-20,15.94,-0.88,-20,-13.23,-4.41,-20,7.05,20,Left
58,-20,20,20,-20,15.94,-0.73,-20,-14.23,-4.37,-20,6.74,20,Left
59,-20,20,20,-20,15.94,-0.57,-20,-15.24,-4.33,-20,6.44,20,Left
0,19.92,18,2.94,17.38,0.77,0.15,17.47,-1.25,-0.54,17.55,-0.46,12.16,Right
1,19.85,20,4.49,14.76,0.77,0.31,14.94,-2.25,-0.5,15.1,-0.77,18.55,Right
2,19.77,20,6.03,12.14,0.77,0.46,12.42,-3.26,-0.46,12.64,-1.07,20,Right
3,19.69,20,7.58,9.52,0.77,0.61,9.89,-4.26,-0.42,10.19,-1.38,20,Right
4,19.62,20,9.13,6.9,0.77,0.77,7.36,-5.27,-0.38,7.74,-1.69,20,Right
5,19.54,20,10.67,4.28,0.77,0.92,4.83,-6.27,-0.34,5.29,-1.99,20,Right
6,19.46,20,12.22,1.66,0.77,1.07,2.3,-7.28,-0.31,2.84,-2.3,20,Right
7,19.39,20,13.77,-0.95,0.77,1.23,-0.23,-8.28,-0.27,0.39,-2.6,20,Right
8,19.31,20,15.31,-3.57,0.77,1.38,-2.75,-9.29,-0.23,-2.07,-2.91,20,Right
9,19.23,20,16.86,-6.19,0.77,1.53,-5.28,-10.3,-0.19,-4.52,-3.22,20,Right
10,19.16,20,18.41,-8.81,0.77,1.69,-7.81,-11.3,-0.15,-6.97,-3.52,20,Right
11,19.08,20,19.95,-11.43,0.77,1.84,-10.34,-12.31,-0.11,-9.42,-3.83,20,Right
12,19,20,20,-14.05,0.77,1.99,-12.87,-13.31,-0.08,-11.87,-4.14,20,Right
13,18.93,20,20,-16.67,0.77,2.15,-15.4,-14.32,-0.04,-14.32,-4.44,20,Right
14,18.85,20,20,-19.29,0.77,2.3,-17.92,-15.32,0,-16.78,-4.75,20,Right
15,18.77,20,20,-20,0.77,2.45,-20,-16.33,0.04,-19.23,-5.06,20,Right
16,18.7,20,20,-20,0.77,2.6,-20,-17.33,0.08,-20,-5.36,20,Right
17,18.62,20,20,-20,0.77,2.76,-20,-18.34,0.11,-20,-5.67,20,Right
18,18.54,20,20,-20,0.77,2.91,-20,-19.35,0.15,-20,-5.98,20,Right
19,18.47,20,20,-20,0.77,3.06,-20,-20,0.19,-20,-6.28,20,Right
20,18.39,20,20,-20,0.77,3.22,-20,-20,0.23,-20,-6.59,20,Right
21,18.31,20,20,-20,0.77,3.37,-20,-20,0.27,-20,-6.9,20,Right
22,18.24,20,20,-20,0.77,3.52,-20,-20,0.31,-20,-7.2,20,Right
23,18.16,20,20,-20,0.77,3.68,-20,-20,0.34,-20,-7.51,20,Right
24,18.08,20,20,-20,0.77,3.83,-20,-20,0.38,-20,-7.81,20,Right
25,18.01,20,20,-20,0.77,3.98,-20,-20,0.42,-20,-8.12,20,Right
26,17.93,20,20,-20,0.77,4.14,-20,-20,0.46,-20,-8.43,20,Right
27,17.85,20,20,-20,0.77,4.29,-20,-20,0.5,-20,-8.73,20,Right
28,17.78,20,20,-20,0.77,4.44,-20,-20,0.54,-20,-9.04,20,Right
29,17.7,20,20,-20,0.77,4.6,-20,-20,0.57,-20,-9.35,20,Right
30,19.92,18.04,-4.91,17.38,0,-7.37,17.47,-2.01,-7.6,17.55,8.89,5.09,Right
31,19.85,20,-3.37,14.76,0,-7.22,14.94,-3.02,-7.57,15.1,8.58,11.48,Right
32,19.77,20,-1.82,12.14,0,-7.07,12.42,-4.02,-7.53,12.64,8.27,17.87,Right
33,19.69,20,-0.27,9.52,0,-6.91,9.89,-5.03,-7.49,10.19,7.97,20,Right
34,19.62,20,1.27,6.9,0,-6.76,7.36,-6.03,-7.45,7.74,7.66,20,Right
35,19.54,20,2.82,4.28,0,-6.61,4.83,-7.04,-7.41,5.29,7.36,20,Right
36,19.46,20,4.37,1.66,0,-6.45,2.3,-8.04,-7.37,2.84,7.05,20,Right
37,19.39,20,5.91,-0.95,0,-6.3,-0.23,-9.05,-7.34,0.39,6.74,20,Right
38,19.31,20,7.46,-3.57,0,-6.15,-2.75,-10.06,-7.3,-2.07,6.44,20,Right
39,19.23,20,9.01,-6.19,0,-6,-5.28,-11.06,-7.26,-4.52,6.13,20,Right
40,19.16,20,10.55,-8.81,0,-5.84,-7.81,-12.07,-7.22,-6.97,5.82,20,Right
41,19.08,20,12.1,-11.43,0,-5.69,-10.34,-13.07,-7.18,-9.42,5.52,20,Right
42,19,20,13.65,-14.05,0,-5.54,-12.87,-14.08,-7.14,-11.87,5.21,20,Right
43,18.93,20,15.19,-16.67,0,-5.38,-15.4,-15.08,-7.11,-14.32,4.9,20,Right
44,18.85,20,16.74,-19.29,0,-5.23,-17.92,-16.09,-7.07,-16.78,4.6,20,Right
45,18.77,20,18.29,-20,0,-5.08,-20,-17.09,-7.03,-19.23,4.29,20,Right
46,18.7,20,19.83,-20,0,-4.92,-20,-18.1,-6.99,-20,3.98,20,Right
47,18.62,20,20,-20,0,-4.77,-20,-19.11,-6.95,-20,3.68,20,Right
48,18.54,20,20,-20,0,-4.62,-20,-20,-6.91,-20,3.37,20,Right
49,18.47,20,20,-20,0,-4.46,-20,-20,-6.88,-20,3.06,20,Right
50,18.39,20,20,-20,0,-4.31,-20,-20,-6.84,-20,2.76,20,Right
51,18.31,20,20,-20,0,-4.16,-20,-20,-6.8,-20,2.45,20,Right
52,18.24,20,20,-20,0,-4,-20,-20,-6.76,-20,2.15,20,Right
53,18.16,20,20,-20,0,-3.85,-20,-20,-6.72,-20,1.84,20,Right
54,18.08,20,20,-20,0,-3.7,-20,-20,-6.68,-20,1.53,20,Right
55,18.01,20,20,-20,0,-3.54,-20,-20,-6.65,-20,1.23,20,Right
56,17.93,20,20,-20,0,-3.39,-20,-20,-6.61,-20,0.92,20,Right
57,17.85,20,20,-20,0,-3.24,-20,-20,-6.57,-20,0.61,20,Right
58,17.78,20,20,-20,0,-3.08,-20,-20,-6.53,-20,0.31,20,Right
59,17.7,20,20,-20,0,-2.93,-20,-20,-6.49,-20,0,20,Right
0,2.32,20,20,-2.77,20,20,-4.64,18.99,20,-4.75,19.69,20,Up
1,2.24,20,20,-5.39,20,20,-7.16,17.99,20,-7.2,19.39,20,Up
2,2.16,20,20,-8.01,20,20,-9.69,16.98,20,-9.65,19.08,20,Up
3,2.09,20,20,-10.63,20,20,-12.22,15.98,20,-12.11,18.77,20,Up
4,2.01,20,20,-13.24,20,20,-14.75,14.97,20,-14.56,18.47,20,Up
5,1.93,20,20,-15.86,20,20,-17.28,13.97,20,-17.01,18.16,20,Up
6,1.86,20,20,-18.48,20,20,-19.81,12.96,20,-19.46,17.85,20,Up
7,1.78,20,20,-20,20,20,-20,11.96,20,-20,17.55,20,Up
8,1.7,20,20,-20,20,20,-20,10.95,20,-20,17.24,20,Up
9,1.63,20,20,-20,20,20,-20,9.94,20,-20,16.94,20,Up
10,1.55,20,20,-20,20,20,-20,8.94,20,-20,16.63,20,Up
11,1.47,20,20,-20,20,20,-20,7.93,20,-20,16.32,20,Up
12,1.4,20,20,-20,20,20,-20,6.93,20,-20,16.02,20,Up
13,1.32,20,20,-20,20,20,-20,5.92,20,-20,15.71,20,Up
14,1.25,20,20,-20,20,20,-20,4.92,20,-20,15.4,20,Up
15,1.17,20,20,-20,20,20,-20,3.91,20,-20,15.1,20,Up
16,1.09,20,20,-20,20,20,-20,2.91,20,-20,14.79,20,Up
17,1.02,20,20,-20,20,20,-20,1.9,20,-20,14.48,20,Up
18,0.94,20,20,-20,20,20,-20,0.89,20,-20,14.18,20,Up
19,0.86,20,20,-20,20,20,-20,-0.11,20,-20,13.87,20,Up
20,0.79,20,20,-20,20,20,-20,-1.12,20,-20,13.56,20,Up
21,0.71,20,20,-20,20,20,-20,-2.12,20,-20,13.26,20,Up
22,0.63,20,20,-20,20,20,-20,-3.13,20,-20,12.95,20,Up
23,0.56,20,20,-20,20,20,-20,-4.13,20,-20,12.64,20,Up
24,0.48,20,20,-20,20,20,-20,-5.14,20,-20,12.34,20,Up
25,0.4,20,20,-20,20,20,-20,-6.15,20,-20,12.03,20,Up
26,0.33,20,20,-20,20,20,-20,-7.15,20,-20,11.73,20,Up
27,0.25,20,20,-20,20,20,-20,-8.16,20,-20,11.42,20,Up
28,0.17,20,20,-20,20,20,-20,-9.16,20,-20,11.11,20,Up
29,0.1,20,20,-20,20,20,-20,-10.17,20,-20,10.81,20,Up
30,19.92,20,20,17.38,20,20,17.47,18.99,20,17.55,19.69,20,Up
31,19.85,20,20,14.76,20,20,14.94,17.99,20,15.1,19.39,20,Up
32,19.77,20,20,12.14,20,20,12.42,16.98,20,12.64,19.08,20,Up
33,19.69,20,20,9.52,20,20,9.89,15.98,20,10.19,18.77,20,Up
34,19.62,20,20,6.9,20,20,7.36,14.97,20,7.74,18.47,20,Up
35,19.54,20,20,4.28,20,20,4.83,13.97,20,5.29,18.16,20,Up
36,19.46,20,20,1.66,20,20,2.3,12.96,20,2.84,17.85,20,Up
37,19.39,20,20,-0.95,20,20,-0.23,11.96,20,0.39,17.55,20,Up
38,19.31,20,20,-3.57,20,20,-2.75,10.95,20,-2.07,17.24,20,Up
39,19.23,20,20,-6.19,20,20,-5.28,9.94,20,-4.52,16.94,20,Up
40,19.16,20,20,-8.81,20,20,-7.81,8.94,20,-6.97,16.63,20,Up
41,19.08,20,20,-11.43,20,20,-10.34,7.93,20,-9.42,16.32,20,Up
42,19,20,20,-14.05,20,20,-12.87,6.93,20,-11.87,16.02,20,Up
43,18.93,20,20,-16.67,20,20,-15.4,5.92,20,-14.32,15.71,20,Up
44,18.85,20,20,-19.29,20,20,-17.92,4.92,20,-16.78,15.4,20,Up
45,18.77,20,20,-20,20,20,-20,3.91,20,-19.23,15.1,20,Up
46,18.7,20,20,-20,20,20,-20,2.91,20,-20,14.79,20,Up
47,18.62,20,20,-20,20,20,-20,1.9,20,-20,14.48,20,Up
48,18.54,20,20,-20,20,20,-20,0.89,20,-20,14.18,20,Up
49,18.47,20,20,-20,20,20,-20,-0.11,20,-20,13.87,20,Up
50,18.39,20,20,-20,20,20,-20,-1.12,20,-20,13.56,20,Up
51,18.31,20,20,-20,20,20,-20,-2.12,20,-20,13.26,20,Up
52,18.24,20,20,-20,20,20,-20,-3.13,20,-20,12.95,20,Up
53,18.16,20,20,-20,20,20,-20,-4.13,20,-20,12.64,20,Up
54,18.08,20,20,-20,20,20,-20,-5.14,20,-20,12.34,20,Up
55,18.01,20,20,-20,20,20,-20,-6.15,20,-20,12.03,20,Up
56,17.93,20,20,-20,20,20,-20,-7.15,20,-20,11.73,20,Up
57,17.85,20,20,-20,20,20,-20,-8.16,20,-20,11.42,20,Up
58,17.78,20,20,-20,20,20,-20,-9.16,20,-20,11.11,20,Up
59,17.7,20,20,-20,20,20,-20,-10.17,20,-20,10.81,20,Up
0,19.92,-11,-17.77,17.38,-20,-19.85,17.47,-20,-19.96,17.55,-20,-6.84,Backward
1,19.85,-2,-16.22,14.76,-20,-19.69,14.94,-20,-19.92,15.1,-20,-0.45,Backward
2,19.77,7.01,-14.67,12.14,-20,-19.54,12.42,-20,-19.89,12.64,-20,5.94,Backward
3,19.69,16.01,-13.13,9.52,-20,-19.39,9.89,-20,-19.85,10.19,-20,12.33,Backward
4,19.62,20,-11.58,6.9,-20,-19.23,7.36,-20,-19.81,7.74,-20,18.71,Backward
5,19.54,20,-10.03,4.28,-20,-19.08,4.83,-20,-19.77,5.29,-20,20,Backward
6,19.46,20,-8.49,1.66,-20,-18.93,2.3,-20,-19.73,2.84,-20,20,Backward
7,19.39,20,-6.94,-0.95,-20,-18.77,-0.23,-20,-19.69,0.39,-20,20,Backward
8,19.31,20,-5.39,-3.57,-20,-18.62,-2.75,-20,-19.66,-2.07,-20,20,Backward
9,19.23,20,-3.85,-6.19,-20,-18.47,-5.28,-20,-19.62,-4.52,-20,20,Backward
10,19.16,20,-2.3,-8.81,-20,-18.31,-7.81,-20,-19.58,-6.97,-20,20,Backward
11,19.08,20,-0.75,-11.43,-20,-18.16,-10.34,-20,-19.54,-9.42,-20,20,Backward
12,19,20,0.79,-14.05,-20,-18.01,-12.87,-20,-19.5,-11.87,-20,20,Backward
13,18.93,20,2.34,-16.67,-20,-17.85,-15.4,-20,-19.46,-14.32,-20,20,Backward
14,18.85,20,3.89,-19.29,-20,-17.7,-17.92,-20,-19.43,-16.78,-20,20,Backward
15,18.77,20,5.43,-20,-20,-17.55,-20,-20,-19.39,-19.23,-20,20,Backward
16,18.7,20,6.98,-20,-20,-17.4,-20,-20,-19.35,-20,-20,20,Backward
17,18.62,20,8.53,-20,-20,-17.24,-20,-20,-19.31,-20,-20,20,Backward
18,18.54,20,10.07,-20,-20,-17.09,-20,-20,-19.27,-20,-20,20,Backward
19,18.47,20,11.62,-20,-20,-16.94,-20,-20,-19.23,-20,-20,20,Backward
20,18.39,20,13.17,-20,-20,-16.78,-20,-20,-19.2,-20,-20,20,Backward
21,18.31,20,14.71,-20,-20,-16.63,-20,-20,-19.16,-20,-20,20,Backward
22,18.24,20,16.26,-20,-20,-16.48,-20,-20,-19.12,-20,-20,20,Backward
23,18.16,20,17.81,-20,-20,-16.32,-20,-20,-19.08,-20,-20,20,Backward
24,18.08,20,19.36,-20,-20,-16.17,-20,-20,-19.04,-20,-20,20,Backward
25,18.01,20,20,-20,-20,-16.02,-20,-20,-19,-20,-20,20,Backward
26,17.93,20,20,-20,-20,-15.86,-20,-20,-18.97,-20,-20,20,Backward
27,17.85,20,20,-20,-20,-15.71,-20,-20,-18.93,-20,-20,20,Backward
28,17.78,20,20,-20,-20,-15.56,-20,-20,-18.89,-20,-20,20,Backward
29,17.7,20,20,-20,-20,-15.4,-20,-20,-18.85,-20,-20,20,Backward
30,19.92,-11,-16.85,17.38,-20,-19.31,17.47,-20,-19.54,17.55,-20,-8.83,Backward
31,19.85,-2,-15.3,14.76,-20,-19.15,14.94,-20,-19.5,15.1,-20,-2.44,Backward
32,19.77,7.01,-13.75,12.14,-20,-19,12.42,-20,-19.46,12.64,-20,3.95,Backward
33,19.69,16.01,-12.21,9.52,-20,-18.85,9.89,-20,-19.42,10.19,-20,10.33,Backward
34,19.62,20,-10.66,6.9,-20,-18.69,7.36,-20,-19.38,7.74,-20,16.72,Backward
35,19.54,20,-9.11,4.28,-20,-18.54,4.83,-20,-19.35,5.29,-20,20,Backward
36,19.46,20,-7.57,1.66,-20,-18.39,2.3,-20,-19.31,2.84,-20,20,Backward
37,19.39,20,-6.02,-0.95,-20,-18.23,-0.23,-20,-19.27,0.39,-20,20,Backward
38,19.31,20,-4.47,-3.57,-20,-18.08,-2.75,-20,-19.23,-2.07,-20,20,Backward
39,19.23,20,-2.93,-6.19,-20,-17.93,-5.28,-20,-19.19,-4.52,-20,20,Backward
40,19.16,20,-1.38,-8.81,-20,-17.77,-7.81,-20,-19.15,-6.97,-20,20,Backward
41,19.08,20,0.17,-11.43,-20,-17.62,-10.34,-20,-19.12,-9.42,-20,20,Backward
42,19,20,1.71,-14.05,-20,-17.47,-12.87,-20,-19.08,-11.87,-20,20,Backward
43,18.93,20,3.26,-16.67,-20,-17.32,-15.4,-20,-19.04,-14.32,-20,20,Backward
44,18.85,20,4.81,-19.29,-20,-17.16,-17.92,-20,-19,-16.78,-20,20,Backward
45,18.77,20,6.35,-20,-20,-17.01,-20,-20,-18.96,-19.23,-20,20,Backward
46,18.7,20,7.9,-20,-20,-16.86,-20,-20,-18.92,-20,-20,20,Backward
47,18.62,20,9.45,-20,-20,-16.7,-20,-20,-18.89,-20,-20,20,Backward
48,18.54,20,10.99,-20,-20,-16.55,-20,-20,-18.85,-20,-20,20,Backward
49,18.47,20,12.54,-20,-20,-16.4,-20,-20,-18.81,-20,-20,20,Backward
50,18.39,20,14.09,-20,-20,-16.24,-20,-20,-18.77,-20,-20,20,Backward
51,18.31,20,15.63,-20,-20,-16.09,-20,-20,-18.73,-20,-20,20,Backward
52,18.24,20,17.18,-20,-20,-15.94,-20,-20,-18.69,-20,-20,20,Backward
53,18.16,20,18.73,-20,-20,-15.78,-20,-20,-18.66,-20,-20,20,Backward
54,18.08,20,20,-20,-20,-15.63,-20,-20,-18.62,-20,-20,20,Backward
55,18.01,20,20,-20,-20,-15.48,-20,-20,-18.58,-20,-20,20,Backward
56,17.93,20,20,-20,-20,-15.32,-20,-20,-18.54,-20,-20,20,Backward
57,17.85,20,20,-20,-20,-15.17,-20,-20,-18.5,-20,-20,20,Backward
58,17.78,20,20,-20,-20,-15.02,-20,-20,-18.46,-20,-20,20,Backward
59,17.7,20,20,-20,-20,-14.86,-20,-20,-18.43,-20,-20,20,Backward
0,-0.15,20,3.07,-5.2,20,0.21,-5.06,18.99,0,-3.81,19.69,12.78,Down
1,-0.23,20,4.62,-7.82,20,0.36,-7.58,17.99,0.04,-6.26,19.39,19.16,Down
2,-0.31,20,6.17,-10.44,20,0.52,-10.11,16.98,0.08,-8.72,19.08,20,Down
3,-0.38,20,7.71,-13.06,20,0.67,-12.64,15.98,0.11,-11.17,18.77,20,Down
4,-0.46,20,9.26,-15.68,20,0.82,-15.17,14.97,0.15,-13.62,18.47,20,Down
5,-0.54,20,10.81,-18.3,20,0.98,-17.7,13.97,0.19,-16.07,18.16,20,Down
6,-0.61,20,12.35,-20,20,1.13,-20,12.96,0.23,-18.52,17.85,20,Down
7,-0.69,20,13.9,-20,20,1.28,-20,11.96,0.27,-20,17.55,20,Down
8,-0.77,20,15.45,-20,20,1.44,-20,10.95,0.31,-20,17.24,20,Down
9,-0.84,20,16.99,-20,20,1.59,-20,9.94,0.34,-20,16.94,20,Down
10,-0.92,20,18.54,-20,20,1.74,-20,8.94,0.38,-20,16.63,20,Down
11,-1,20,20,-20,20,1.9,-20,7.93,0.42,-20,16.32,20,Down
12,-1.07,20,20,-20,20,2.05,-20,6.93,0.46,-20,16.02,20,Down
13,-1.15,20,20,-20,20,2.2,-20,5.92,0.5,-20,15.71,20,Down
14,-1.23,20,20,-20,20,2.36,-20,4.92,0.54,-20,15.4,20,Down
15,-1.3,20,20,-20,20,2.51,-20,3.91,0.57,-20,15.1,20,Down
16,-1.38,20,20,-20,20,2.66,-20,2.91,0.61,-20,14.79,20,Down
17,-1.46,20,20,-20,20,2.82,-20,1.9,0.65,-20,14.48,20,Down
18,-1.53,20,20,-20,20,2.97,-20,0.89,0.69,-20,14.18,20,Down
19,-1.61,20,20,-20,20,3.12,-20,-0.11,0.73,-20,13.87,20,Down
20,-1.69,20,20,-20,20,3.28,-20,-1.12,0.77,-20,13.56,20,Down
21,-1.76,20,20,-20,20,3.43,-20,-2.12,0.8,-20,13.26,20,Down
22,-1.84,20,20,-20,20,3.58,-20,-3.13,0.84,-20,12.95,20,Down
23,-1.92,20,20,-20,20,3.74,-20,-4.13,0.88,-20,12.64,20,Down
24,-1.99,20,20,-20,20,3.89,-20,-5.14,0.92,-20,12.34,20,Down
25,-2.07,20,20,-20,20,4.04,-20,-6.15,0.96,-20,12.03,20,Down
26,-2.15,20,20,-20,20,4.19,-20,-7.15,1,-20,11.73,20,Down
27,-2.22,20,20,-20,20,4.35,-20,-8.16,1.03,-20,11.42,20,Down
28,-2.3,20,20,-20,20,4.5,-20,-9.16,1.07,-20,11.11,20,Down
29,-2.38,20,20,-20,20,4.65,-20,-10.17,1.11,-20,10.81,20,Down
30,2.34,20,1.87,-2.63,20,-1.03,-2.45,18.99,-1.26,-1.21,19.69,12.78,Down
31,2.26,20,3.41,-5.25,20,-0.88,-4.98,17.99,-1.23,-3.66,19.39,19.16,Down
32,2.18,20,4.96,-7.87,20,-0.73,-7.51,16.98,-1.19,-6.11,19.08,20,Down
33,2.11,20,6.51,-10.49,20,-0.57,-10.04,15.98,-1.15,-8.56,18.77,20,Down
34,2.03,20,8.05,-13.11,20,-0.42,-12.56,14.97,-1.11,-11.01,18.47,20,Down
35,1.95,20,9.6,-15.73,20,-0.27,-15.09,13.97,-1.07,-13.47,18.16,20,Down
36,1.88,20,11.15,-18.35,20,-0.11,-17.62,12.96,-1.03,-15.92,17.85,20,Down
37,1.8,20,12.69,-20,20,0.04,-20,11.96,-1,-18.37,17.55,20,Down
38,1.72,20,14.24,-20,20,0.19,-20,10.95,-0.96,-20,17.24,20,Down
39,1.65,20,15.79,-20,20,0.34,-20,9.94,-0.92,-20,16.94,20,Down
40,1.57,20,17.33,-20,20,0.5,-20,8.94,-0.88,-20,16.63,20,Down
41,1.49,20,18.88,-20,20,0.65,-20,7.93,-0.84,-20,16.32,20,Down
42,1.42,20,20,-20,20,0.8,-20,6.93,-0.8,-20,16.02,20,Down
43,1.34,20,20,-20,20,0.96,-20,5.92,-0.77,-20,15.71,20,Down
44,1.26,20,20,-20,20,1.11,-20,4.92,-0.73,-20,15.4,20,Down
45,1.19,20,20,-20,20,1.26,-20,3.91,-0.69,-20,15.1,20,Down
46,1.11,20,20,-20,20,1.42,-20,2.91,-0.65,-20,14.79,20,Down
47,1.03,20,20,-20,20,1.57,-20,1.9,-0.61,-20,14.48,20,Down
48,0.96,20,20,-20,20,1.72,-20,0.89,-0.57,-20,14.18,20,Down
49,0.88,20,20,-20,20,1.88,-20,-0.11,-0.54,-20,13.87,20,Down
50,0.8,20,20,-20,20,2.03,-20,-1.12,-0.5,-20,13.56,20,Down
51,0.73,20,20,-20,20,2.18,-20,-2.12,-0.46,-20,13.26,20,Down
52,0.65,20,20,-20,20,2.34,-20,-3.13,-0.42,-20,12.95,20,Down
53,0.57,20,20,-20,20,2.49,-20,-4.13,-0.38,-20,12.64,20,Down
54,0.5,20,20,-20,20,2.64,-20,-5.14,-0.34,-20,12.34,20,Down
55,0.42,20,20,-20,20,2.8,-20,-6.15,-0.31,-20,12.03,20,Down
56,0.34,20,20,-20,20,2.95,-20,-7.15,-0.27,-20,11.73,20,Down
57,0.27,20,20,-20,20,3.1,-20,-8.16,-0.23,-20,11.42,20,Down
58,0.19,20,20,-20,20,3.26,-20,-9.16,-0.19,-20,11.11,20,Down
59,0.11,20,20,-20,20,3.41,-20,-10.17,-0.15,-20,10.81,20,Down
0,-20,1.53,-18.45,-20,-16.47,-19.85,-20,-11.78,-19.96,-20,-10.38,-13.61,Forward
1,-20,10.53,-16.91,-20,-16.47,-19.69,-20,-12.79,-19.92,-20,-10.69,-7.22,Forward
2,-20,19.54,-15.36,-20,-16.47,-19.54,-20,-13.79,-19.89,-20,-10.99,-0.84,Forward
3,-20,20,-13.81,-20,-16.47,-19.39,-20,-14.8,-19.85,-20,-11.3,5.55,Forward
4,-20,20,-12.27,-20,-16.47,-19.23,-20,-15.8,-19.81,-20,-11.61,11.94,Forward
5,-20,20,-10.72,-20,-16.47,-19.08,-20,-16.81,-19.77,-20,-11.91,18.33,Forward
6,-20,20,-9.17,-20,-16.47,-18.93,-20,-17.81,-19.73,-20,-12.22,20,Forward
7,-20,20,-7.63,-20,-16.47,-18.77,-20,-18.82,-19.69,-20,-12.53,20,Forward
8,-20,20,-6.08,-20,-16.47,-18.62,-20,-19.82,-19.66,-20,-12.83,20,Forward
9,-20,20,-4.53,-20,-16.47,-18.47,-20,-20,-19.62,-20,-13.14,20,Forward
10,-20,20,-2.99,-20,-16.47,-18.31,-20,-20,-19.58,-20,-13.45,20,Forward
11,-20,20,-1.44,-20,-16.47,-18.16,-20,-20,-19.54,-20,-13.75,20,Forward
12,-20,20,0.11,-20,-16.47,-18.01,-20,-20,-19.5,-20,-14.06,20,Forward
13,-20,20,1.65,-20,-16.47,-17.85,-20,-20,-19.46,-20,-14.37,20,Forward
14,-20,20,3.2,-20,-16.47,-17.7,-20,-20,-19.43,-20,-14.67,20,Forward
15,-20,20,4.75,-20,-16.47,-17.55,-20,-20,-19.39,-20,-14.98,20,Forward
16,-20,20,6.29,-20,-16.47,-17.4,-20,-20,-19.35,-20,-15.28,20,Forward
17,-20,20,7.84,-20,-16.47,-17.24,-20,-20,-19.31,-20,-15.59,20,Forward
18,-20,20,9.39,-20,-16.47,-17.09,-20,-20,-19.27,-20,-15.9,20,Forward
19,-20,20,10.93,-20,-16.47,-16.94,-20,-20,-19.23,-20,-16.2,20,Forward
20,-20,20,12.48,-20,-16.47,-16.78,-20,-20,-19.2,-20,-16.51,20,Forward
21,-20,20,14.03,-20,-16.47,-16.63,-20,-20,-19.16,-20,-16.82,20,Forward
22,-20,20,15.57,-20,-16.47,-16.48,-20,-20,-19.12,-20,-17.12,20,Forward
23,-20,20,17.12,-20,-16.47,-16.32,-20,-20,-19.08,-20,-17.43,20,Forward
24,-20,20,18.67,-20,-16.47,-16.17,-20,-20,-19.04,-20,-17.74,20,Forward
25,-20,20,20,-20,-16.47,-16.02,-20,-20,-19,-20,-18.04,20,Forward
26,-20,20,20,-20,-16.47,-15.86,-20,-20,-18.97,-20,-18.35,20,Forward
27,-20,20,20,-20,-16.47,-15.71,-20,-20,-18.93,-20,-18.66,20,Forward
28,-20,20,20,-20,-16.47,-15.56,-20,-20,-18.89,-20,-18.96,20,Forward
29,-20,20,20,-20,-16.47,-15.4,-20,-20,-18.85,-20,-19.27,20,Forward
30,-20,-0.36,-18.45,-20,-18.33,-19.85,-20,-20,-19.96,-20,-18.77,-13.61,Forward
31,-20,8.64,-16.91,-20,-18.33,-19.69,-20,-20,-19.92,-20,-19.08,-7.22,Forward
32,-20,17.64,-15.36,-20,-18.33,-19.54,-20,-20,-19.89,-20,-19.38,-0.84,Forward
33,-20,20,-13.81,-20,-18.33,-19.39,-20,-20,-19.85,-20,-19.69,5.55,Forward
34,-20,20,-12.27,-20,-18.33,-19.23,-20,-20,-19.81,-20,-20,11.94,Forward
35,-20,20,-10.72,-20,-18.33,-19.08,-20,-20,-19.77,-20,-20,18.33,Forward
36,-20,20,-9.17,-20,-18.33,-18.93,-20,-20,-19.73,-20,-20,20,Forward
37,-20,20,-7.63,-20,-18.33,-18.77,-20,-20,-19.69,-20,-20,20,Forward
38,-20,20,-6.08,-20,-18.33,-18.62,-20,-20,-19.66,-20,-20,20,Forward
39,-20,20,-4.53,-20,-18.33,-18.47,-20,-20,-19.62,-20,-20,20,Forward
40,-20,20,-2.99,-20,-18.33,-18.31,-20,-20,-19.58,-20,-20,20,Forward
41,-20,20,-1.44,-20,-18.33,-18.16,-20,-20,-19.54,-20,-20,20,Forward
42,-20,20,0.11,-20,-18.33,-18.01,-20,-20,-19.5,-20,-20,20,Forward
43,-20,20,1.65,-20,-18.33,-17.85,-20,-20,-19.46,-20,-20,20,Forward
44,-20,20,3.2,-20,-18.33,-17.7,-20,-20,-19.43,-20,-20,20,Forward
45,-20,20,4.75,-20,-18.33,-17.55,-20,-20,-19.39,-20,-20,20,Forward
46,-20,20,6.29,-20,-18.33,-17.4,-20,-20,-19.35,-20,-20,20,Forward
47,-20,20,7.84,-20,-18.33,-17.24,-20,-20,-19.31,-20,-20,20,Forward
48,-20,20,9.39,-20,-18.33,-17.09,-20,-20,-19.27,-20,-20,20,Forward
49,-20,20,10.93,-20,-18.33,-16.94,-20,-20,-19.23,-20,-20,20,Forward
50,-20,20,12.48,-20,-18.33,-16.78,-20,-20,-19.2,-20,-20,20,Forward
51,-20,20,14.03,-20,-18.33,-16.63,-20,-20,-19.16,-20,-20,20,Forward
52,-20,20,15.57,-20,-18.33,-16.48,-20,-20,-19.12,-20,-20,20,Forward
